Total_Stops,Route_1,Route_2,Route_3,Route_4,Route_5,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,journey_day,journey_month,journey_year,Dep_Time_hour,Dep_Time_min,Arrival_Time_hour,Arrival_Time_min,duration_hour,duration_minute
2,3,20,22,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8839,15,5,2019,17,15,9,25,16,10
2,2,2,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10151,5,6,2019,12,0,18,30,30,30
2,2,7,11,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11432,5,12,2019,9,25,5,35,20,10
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4319,15,4,2019,9,30,12,20,2,50
2,2,2,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9626,6,6,2019,12,0,18,30,30,30
1,2,14,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10623,18,5,2019,17,30,20,25,26,55
0,3,10,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9564,18,4,2019,11,0,14,15,3,15
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781,5,9,2019,14,5,20,45,6,40
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,15,5,2019,8,20,11,20,3,0
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5684,27,6,2019,17,30,1,30,8,0
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14388,18,5,2019,5,45,9,20,27,35
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5515,18,4,2019,9,30,12,20,2,50
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12692,6,9,2019,20,25,22,5,25,40
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9314,5,1,2019,9,35,19,10,9,35
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3873,15,6,2019,17,10,19,40,2,30
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4807,21,4,2019,22,20,0,40,2,20
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14848,27,6,2019,9,0,19,15,10,15
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6171,24,4,2019,5,5,12,10,7,5
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1965,24,6,2019,13,15,14,45,1,30
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10539,6,12,2019,9,35,21,5,11,30
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4483,6,1,2019,11,10,13,55,2,45
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8371,27,3,2019,6,0,19,15,13,15
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15764,3,6,2019,13,55,4,25,14,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,5,12,2019,16,30,23,35,7,5
2,2,7,11,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11642,18,5,2019,16,50,5,35,12,45
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4423,4,12,2019,4,0,6,50,2,50
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878,15,6,2019,9,45,12,35,2,50
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2227,5,9,2019,13,15,14,45,1,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,15,5,2019,16,30,18,15,25,45
0,2,5,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4107,4,3,2019,19,55,22,25,2,30
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11262,24,3,2019,7,10,10,50,27,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,3,2019,14,0,12,35,22,35
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544,18,5,2019,15,15,18,10,2,55
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6144,24,5,2019,18,55,22,0,3,5
0,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5706,15,3,2019,7,45,10,40,2,55
1,0,3,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5853,15,3,2019,5,50,12,20,6,30
2,2,7,24,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10118,21,5,2019,6,30,20,50,14,20
2,2,7,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14687,5,1,2019,9,25,5,25,20,0
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9254,27,5,2019,11,30,19,15,7,45
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368,6,1,2019,9,40,4,25,18,45
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14571,6,6,2019,14,5,20,45,6,40
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,6,1,2019,15,15,18,10,2,55
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6093,6,6,2019,6,40,21,0,14,20
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16023,3,9,2019,8,0,21,0,13,0
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597,6,6,2019,14,45,17,5,2,20
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8824,24,3,2019,6,30,23,25,16,55
1,3,6,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7060,3,9,2019,2,0,7,45,5,45
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14231,24,3,2019,13,55,9,15,19,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544,24,4,2019,18,55,22,0,3,5
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16289,3,9,2019,15,5,18,50,27,45
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6565,3,3,2019,10,10,12,55,2,45
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597,21,6,2019,14,45,17,5,2,20
1,3,33,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7480,5,6,2019,20,40,9,25,12,45
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9922,5,12,2019,17,0,10,45,17,45
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,27,5,2019,17,45,20,45,3,0
2,3,1,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14300,15,6,2019,20,0,12,35,16,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12242,27,3,2019,2,15,4,25,26,10
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10678,24,6,2019,11,25,19,0,7,35
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9450,27,5,2019,8,0,21,0,13,0
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174,4,6,2019,21,25,0,5,2,40
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544,4,6,2019,7,10,10,10,3,0
1,2,33,3,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5386,15,5,2019,17,35,22,15,4,40
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129,24,5,2019,19,10,19,0,23,50
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6412,15,6,2019,14,20,22,30,8,10
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15339,27,6,2019,23,5,4,25,29,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7229,24,3,2019,2,0,4,45,2,45
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878,6,1,2019,9,45,12,35,2,50
0,2,5,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3807,4,6,2019,10,20,12,55,2,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373,18,5,2019,17,30,12,35,19,5
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14571,6,6,2019,14,5,23,35,9,30
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,12,2019,19,45,4,25,8,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10577,6,9,2019,20,55,19,0,22,5
1,1,14,13,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12395,3,6,2019,20,55,22,55,26,0
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841,27,4,2019,6,55,9,30,2,35
1,3,6,6,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8759,6,3,2019,7,55,15,45,7,50
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7738,21,3,2019,4,45,15,30,10,45
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7503,18,5,2019,15,0,1,30,10,30
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5883,6,3,2019,11,25,1,30,14,5
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12692,6,12,2019,20,25,9,45,13,20
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823,15,4,2019,8,30,11,20,2,50
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2017,27,5,2019,5,45,7,15,1,30
2,3,28,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8603,6,12,2019,12,0,7,40,19,40
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5769,21,6,2019,11,10,14,5,2,55
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12681,4,1,2019,18,55,18,15,23,20
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3625,24,6,2019,5,55,8,35,2,40
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8854,5,9,2019,9,15,1,30,16,15
0,1,19,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754,15,5,2019,2,35,4,5,1,30
1,3,7,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8372,6,12,2019,10,0,19,15,9,15
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,12,2019,16,0,12,35,20,35
0,4,8,29,13,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10810,3,3,2019,11,40,13,55,2,15
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3540,15,6,2019,5,15,7,40,2,25
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016,6,6,2019,18,55,22,0,3,5
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6860,3,9,2019,10,30,13,20,2,50
1,3,6,6,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6451,27,4,2019,16,45,22,25,5,40
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13067,5,6,2019,20,25,15,5,18,40
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11467,5,6,2019,17,0,18,0,25,0
1,2,14,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10203,5,9,2019,10,0,23,15,13,15
0,2,5,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4082,3,12,2019,22,50,1,20,2,30
2,3,16,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13276,21,5,2019,10,55,19,15,8,20
2,0,7,21,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23001,3,9,2019,8,55,15,55,7,0
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,6,6,2019,18,55,20,45,25,50
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4990,27,6,2019,18,55,21,50,2,55
1,0,3,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10037,3,9,2019,5,50,15,0,9,10
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14388,5,6,2019,20,0,4,40,8,40
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7303,24,3,2019,16,55,19,45,2,50
2,3,20,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12287,3,3,2019,21,30,19,15,21,45
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,6,6,2019,14,5,20,45,6,40
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4995,24,5,2019,10,20,11,50,1,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9794,27,5,2019,11,40,19,0,7,20
1,2,33,3,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4226,6,6,2019,6,20,10,20,4,0
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7318,21,3,2019,11,30,1,35,14,5
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529,6,12,2019,20,0,8,15,12,15
2,2,2,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9416,6,12,2019,12,0,18,30,30,30
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507,6,3,2019,9,35,12,35,27,0
2,2,15,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9920,4,1,2019,16,45,8,55,16,10
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7038,18,5,2019,7,10,16,10,9,0
1,3,7,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4959,6,3,2019,7,0,12,55,5,55
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678,6,9,2019,7,5,8,30,1,25
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,6,9,2019,8,20,11,20,3,0
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7064,4,1,2019,16,30,23,35,7,5
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823,4,6,2019,8,30,11,20,2,50
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14571,24,5,2019,16,30,22,35,6,5
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148,27,3,2019,9,35,12,20,2,45
2,2,14,7,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13873,24,5,2019,10,0,1,20,15,20
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,24,6,2019,13,0,12,35,23,35
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129,21,5,2019,19,10,19,0,23,50
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6645,4,9,2019,11,40,1,30,13,50
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,5,1,2019,17,15,19,50,2,35
1,0,39,8,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5746,3,9,2019,11,20,15,25,4,5
1,3,20,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5199,6,9,2019,5,55,13,35,7,40
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4332,18,3,2019,19,35,21,55,2,20
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6416,6,1,2019,11,25,21,0,9,35
2,0,7,21,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12935,18,3,2019,6,45,16,20,9,35
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7832,21,3,2019,8,55,20,20,11,25
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8586,5,1,2019,16,30,4,40,12,10
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5769,24,6,2019,15,15,18,10,2,55
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8040,21,5,2019,10,20,11,50,1,30
0,3,10,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12411,3,6,2019,6,0,9,10,3,10
1,2,7,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8366,6,9,2019,9,25,21,50,12,25
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7354,6,3,2019,7,30,19,15,11,45
2,0,9,10,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13576,3,1,2019,11,5,22,10,11,5
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11622,6,3,2019,9,15,19,0,9,45
2,2,25,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12723,6,6,2019,5,50,23,15,17,25
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13759,24,3,2019,8,25,23,25,15,0
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6412,15,5,2019,16,10,22,30,6,20
2,3,20,22,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6494,27,3,2019,8,35,21,20,12,45
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678,24,3,2019,15,50,17,20,1,30
1,2,7,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8891,5,12,2019,9,25,11,10,25,45
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17024,3,3,2019,21,50,18,50,21,0
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368,6,12,2019,9,40,19,0,9,20
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14571,6,9,2019,20,0,18,15,22,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7832,21,3,2019,7,0,15,15,8,15
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151,5,9,2019,9,35,22,5,12,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7154,21,3,2019,10,45,19,15,8,30
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192,15,4,2019,7,35,19,25,11,50
2,3,21,4,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21483,3,6,2019,15,5,1,35,10,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6812,6,6,2019,16,30,4,40,12,10
1,0,7,8,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13292,3,3,2019,19,35,0,35,5,0
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174,4,9,2019,22,15,0,50,2,35
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11150,27,6,2019,19,10,12,35,17,25
1,3,6,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5912,24,4,2019,17,5,22,15,5,10
1,3,6,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8907,27,6,2019,13,30,23,0,9,30
1,0,16,8,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8767,3,9,2019,17,0,3,40,10,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12242,27,3,2019,19,45,4,25,8,40
1,2,20,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6327,24,5,2019,19,0,4,40,9,40
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,24,5,2019,9,45,12,0,2,15
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15058,6,3,2019,8,0,19,15,11,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087,3,12,2019,18,55,18,25,23,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941,5,9,2019,20,0,4,40,8,40
1,3,33,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7317,6,1,2019,15,45,22,5,6,20
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129,5,9,2019,19,10,19,0,23,50
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663,24,5,2019,21,10,10,5,12,55
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5065,24,4,2019,16,0,21,0,5,0
1,3,6,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8907,27,6,2019,9,45,23,0,13,15
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4148,21,3,2019,9,0,11,30,2,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13587,6,9,2019,14,0,21,0,7,0
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,6,2019,21,50,4,25,6,35
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12284,18,3,2019,14,5,8,15,18,10
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781,15,5,2019,18,55,16,20,21,25
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663,18,5,2019,8,25,9,20,24,55
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19685,3,1,2019,13,0,15,50,2,50
1,2,14,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10203,5,12,2019,10,0,23,15,13,15
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941,15,5,2019,6,30,4,40,22,10
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25703,3,1,2019,21,10,23,55,2,45
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,9,2019,14,0,4,25,14,25
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,5,1,2019,17,45,20,5,2,20
